lead_id,created_at,dealer_id,source,inquiry_text,response_time_minutes,assigned_rep_id,converted,conversion_date,conversion_probability
3153,2023-06-20 23:43:44,11,website,Schwimmen Geld wünschen beide stellen dunkel Fisch.,99.0,3,False,,0.5077629392330193
3154,2024-11-18 13:16:59,11,email,Singen Leben las gestern lange führen.,36.0,2,False,,0.7732042819905587
3155,2024-05-05 12:26:51,11,website,Rund Arbeit oben leise Geschichte an erklären.,36.0,4,False,,0.7261671536940613
3156,2023-05-25 17:37:00,11,website,Warum schnell Maus Musik Eltern vor.,44.0,4,False,,0.4281455135695319
3157,2025-05-15 00:36:38,11,website,Natürlich wer vorbei Geschenk langsam Fenster denn Jahr.,82.0,2,True,2025-05-30 00:36:38,0.851238805491873
3158,2024-11-09 12:14:43,11,email,Ich schon rot Boden eigentlich Familie.,30.0,5,False,,0.7279757478848419
3159,2023-04-24 11:50:56,11,website,Dich schwimmen für wenig.,104.0,4,False,,0.3018117153624442
3160,2025-07-15 18:46:13,11,email,Darauf machen fehlen.,42.0,5,True,2025-07-24 18:46:13,0.4632342311219647
3161,2025-03-10 09:43:26,11,referral,Familie lachen braun wichtig.,87.0,4,False,,0.13270665182974117
3162,2024-09-04 09:15:41,11,website,Licht nur verstecken möglich.,46.0,5,True,2024-10-04 09:15:41,0.88901568368443
3163,2025-11-18 21:34:51,11,website,Plötzlich da fehlen frei Sonntag treffen.,6.0,1,False,,0.86661270423281
3164,2024-06-28 11:53:40,11,referral,Sitzen Vogel sonst kaufen erzählen ganz.,70.0,3,False,,0.3159002130072672
3165,2023-09-12 17:15:52,11,website,Dir sind hinein leise grün Fenster.,77.0,5,False,,0.1584080669407836
3166,2024-06-17 07:32:26,11,website,Offen mit halbe ruhig gar rund.,66.0,3,False,,0.143056339845833
3167,2023-10-11 05:45:33,11,email,In werfen lesen richtig.,11.0,4,False,,0.40761735440025226
3168,2025-09-06 04:23:39,11,email,Rechnen mit schenken groß war ruhig beim daran.,42.0,5,True,2025-09-09 04:23:39,0.3375748022526841
3169,2025-01-10 17:21:07,11,website,Wünschen her Zeitung unten Bild Loch Minutenmir.,86.0,3,False,,0.39171596887456805
3170,2025-08-15 03:20:48,11,referral,Nacht erklären Sonntag Musik brauchen sind sagen spät.,22.0,2,True,2025-08-31 03:20:48,0.46195336790702635
3171,2023-05-17 21:14:42,11,email,Heraus er gefährlich Freund zum.,57.0,3,False,,0.3003033408273149
3172,2024-04-22 21:04:35,11,website,Wetter vorbei bauen wird.,34.0,3,False,,0.892463098784551
3173,2025-12-09 13:00:22,11,website,Jetzt Tante zwischen beißen Geschichte holen.,92.0,4,False,,0.4478729687034586
3174,2024-06-21 08:40:14,11,website,Allein Platz wichtig Vogel fragen.,42.0,3,False,,0.14019263157710002
3175,2023-10-30 22:47:26,11,email,Fertig schwimmen zusammen kurz fehlen.,84.0,3,True,2023-11-29 22:47:26,0.514655539840704
3176,2025-01-16 03:00:53,11,website,Los Baum sagen vorbei.,85.0,3,True,2025-01-18 03:00:53,0.3047901545998505
3177,2024-10-30 13:10:21,11,referral,Klettern daran Tür ich denn letzte selbst glücklich.,35.0,2,False,,0.4157433815218444
3178,2023-11-22 17:23:53,11,referral,Kind fertig wohl her.,95.0,5,False,,0.7915136281038502
3179,2024-06-13 16:26:22,11,email,Fahrrad zum gerade als zeigen Schwester fest.,96.0,3,False,,0.8613051019869603
3180,2024-10-11 03:25:32,11,referral,Allein ruhig stehen werfen Tag sicher anfangen.,43.0,2,True,2024-11-01 03:25:32,0.6014733574363592
3181,2024-08-11 01:31:28,11,website,Zeit beim fressen Mama.,7.0,4,True,2024-08-29 01:31:28,0.5422632234218115
3182,2025-05-08 16:58:42,12,email,Sieht sofort haben verlieren Auto Arbeit Tisch.,104.0,1,True,2025-05-24 16:58:42,0.7028374218844847
3183,2025-02-06 17:41:23,12,email,Baden will Lehrerin dich sieht darin.,22.0,4,True,2025-03-01 17:41:23,0.3216947703947535
3184,2025-08-11 19:13:46,12,website,Von fliegen Woche fallen gelb drei Essen vielleicht.,52.0,1,False,,0.15357015027705467
3185,2025-12-26 03:12:59,12,email,Ihn wichtig Stadt sonst Bruder.,73.0,2,True,2026-01-11 03:12:59,0.5886454104233061
3186,2023-09-04 19:21:41,12,website,Turnen holen sehr packen langsam mich.,54.0,5,False,,0.34909381101669523
3187,2025-01-19 07:22:39,12,referral,Einmal vom dumm fröhlich.,84.0,1,True,2025-02-16 07:22:39,0.7905891634617966
3188,2025-10-29 22:35:05,12,email,Einmal glauben lachen in langsam.,104.0,1,True,2025-11-27 22:35:05,0.26362048980923225
3189,2025-08-06 19:58:11,12,referral,Minute man Wiese glauben Lehrerin antworten Freude.,66.0,3,False,,0.7920858778945823
3190,2024-12-11 02:00:50,12,referral,Wagen sind kalt Lehrerin suchen.,107.0,3,False,,0.13976891777563794
3191,2024-05-10 11:13:39,12,referral,Zum Mensch dunkel aus.,90.0,3,False,,0.555003533945886
3192,2025-12-05 04:18:06,12,email,Zur lieb böse acht seit stellen.,85.0,4,True,2025-12-18 04:18:06,0.45253261318582083
3193,2024-03-05 11:48:30,12,website,Stelle schwarz Kopf vom.,80.0,5,True,2024-03-18 11:48:30,0.6829826382195903
3194,2025-08-29 20:28:54,12,referral,Sofort dauern fröhlich war merken Schiff Arbeit im.,14.0,2,True,2025-09-10 20:28:54,0.46495674078191795
3195,2025-05-03 21:37:54,12,referral,Zeit rund Papa also wo.,116.0,5,False,,0.15668378529539703
3196,2023-11-20 10:15:36,12,referral,Tisch versuchen weit Schule und.,30.0,1,True,2023-12-04 10:15:36,0.37812626949218164
3197,2023-05-31 19:46:56,12,referral,Natürlich zwei auch denn wie Tisch Arbeit.,84.0,2,False,,0.592699176804602
3198,2024-03-25 02:36:43,12,email,Kommen böse zu schlafen Fenster Tür ihm.,66.0,3,False,,0.731445432062141
3199,2025-09-14 17:17:53,12,email,Nase gefährlich deshalb gern.,63.0,5,True,2025-09-21 17:17:53,0.29837859065633704
3200,2024-11-16 19:39:32,12,referral,Sehen Name Dorf schenken.,71.0,4,False,,0.7453316223195432
3201,2025-09-25 01:43:01,12,website,Über halbe nun lachen heiß wohl um.,45.0,1,True,2025-10-20 01:43:01,0.425563540079431
3202,2025-03-02 00:23:36,12,website,Klettern Weihnachten merken.,73.0,4,False,,0.16931932861421561
3203,2025-03-08 04:47:33,12,referral,Laufen anfangen aus reiten.,78.0,1,True,2025-03-23 04:47:33,0.45590347080128435
3204,2023-08-15 22:07:09,12,referral,Nämlich Glück unser deshalb zurück tun warm.,30.0,5,True,2023-09-06 22:07:09,0.5269504904320227
3205,2024-09-24 12:05:12,12,website,Gab der genau Fahrrad finden Kind Fuß glücklich.,35.0,4,False,,0.8630329104149647
3206,2024-12-27 12:05:19,12,email,Richtig dunkel schlecht im.,14.0,3,False,,0.5821907667137277
3207,2024-07-28 07:36:26,12,website,Bein Minutenmir und letzte Wetter Geschenk.,44.0,4,False,,0.2196172990690938
3208,2024-03-04 03:49:34,12,website,Gern bringen zeigen.,39.0,5,True,2024-03-23 03:49:34,0.39292791170283425
3209,2023-06-14 10:56:30,12,website,Onkel wenig sich Erde bekommen ohne drehen.,75.0,4,False,,0.6406162973394426
3210,2025-12-19 11:55:06,12,email,Lehrer zur treffen nur wohl hängen fehlen wird.,92.0,5,True,2025-12-29 11:55:06,0.5002596166797695
3211,2023-06-14 07:20:33,12,referral,Blume weiter denken Hand Zug Frau glücklich.,87.0,1,True,2023-07-10 07:20:33,0.4529845135012053
3212,2025-10-22 17:25:52,12,website,Las Stunde gern antworten kurz immer glücklich.,7.0,3,False,,0.328194583227159
3213,2025-02-06 06:20:57,12,email,Für schwimmen wo Polizei drei.,23.0,1,False,,0.5496386942764857
3214,2023-02-14 20:50:45,12,email,Milch jeder dauern am wohl ihn im hier.,14.0,2,True,2023-02-28 20:50:45,0.802425361199407
3215,2024-06-11 11:24:51,12,website,Reich lange springen gern viel vergessen.,62.0,1,False,,0.3345157649582372
3216,2024-08-24 01:26:19,12,email,Haben Herz Blume kennen Arzt.,68.0,2,True,2024-09-10 01:26:19,0.2711378192383166
3217,2023-06-24 19:53:05,12,website,Land unser Minute Zimmer Spaß genau.,73.0,2,True,2023-07-08 19:53:05,0.8741674548642911
3218,2023-08-14 02:04:38,12,email,Spaß Stunde Leute Stadt Welt verlieren Auto.,36.0,3,False,,0.7959397700168055
3219,2024-11-18 02:55:23,12,referral,Sagen Fuß in setzen beide ist dabei wir.,103.0,3,True,2024-12-02 02:55:23,0.7900803205870077
3220,2025-08-30 00:32:09,12,website,Baum gelb ganz Schluss schwarz Mann Leute ich.,57.0,2,False,,0.7147257618803856
3221,2023-11-11 15:12:33,12,website,Zeit mein der fliegen gewinnen.,59.0,4,True,2023-12-10 15:12:33,0.5496830124423284
3222,2026-01-22 16:06:02,12,email,Fenster nächste erschrecken im auch drei Flasche.,7.0,4,False,,0.5064645350373809
3223,2025-02-20 01:53:30,12,website,Wissen mit eigentlich spät los Name.,101.0,5,True,2025-03-07 01:53:30,0.8752421822763521
3224,2024-10-27 06:52:58,12,email,Sonntag die Weihnachten bleiben zwischen.,67.0,5,True,2024-11-09 06:52:58,0.6296519518301372
3225,2023-08-23 03:03:26,12,email,Groß gelb Tür mehr fiel packen mein ein.,13.0,2,False,,0.3617710543269783
3226,2023-05-05 16:07:36,12,email,Apfel lernen unser führen Wohnung.,77.0,4,True,2023-06-04 16:07:36,0.7806098967660725
3227,2024-02-27 06:08:21,12,referral,Davon schlecht Freude wirklich nämlich dumm.,74.0,4,False,,0.6098214567611993
3228,2024-05-06 17:52:40,12,referral,Neu reich ohne dort acht dürfen.,97.0,5,True,2024-05-26 17:52:40,0.11227345406296685
3229,2023-12-26 20:39:20,12,website,Meer dumm Tisch wird oder.,61.0,2,True,2024-01-09 20:39:20,0.1672294445524866
3230,2024-06-01 08:08:43,12,referral,Wald sprechen ob beim.,88.0,4,True,2024-06-20 08:08:43,0.5636285790160319
3231,2023-12-20 01:02:06,12,referral,Gerade Bild glücklich sein aber der grün.,91.0,1,False,,0.49736678847695615
3232,2023-06-06 12:53:14,12,website,Erzählen können Bild See Haare will ja Nacht.,34.0,1,False,,0.8755775115557053
3233,2024-02-18 16:51:23,12,referral,Los Brief groß seit.,62.0,3,True,2024-03-02 16:51:23,0.7152356738145289
3234,2025-07-24 14:04:14,12,email,Nun wird Fußball Arbeit sehen öffnen baden.,10.0,4,False,,0.2760202981240517
3235,2023-05-16 01:27:35,12,referral,Merken klein Mama Woche wer neun.,65.0,5,False,,0.7665615426686792
3236,2023-09-19 15:54:21,12,referral,Fest Frage Auto für Eis sind Wald weil.,67.0,1,True,2023-10-11 15:54:21,0.2962332549600343
3237,2025-02-20 00:55:47,12,website,Teller rund rufen gesund.,57.0,3,True,2025-02-22 00:55:47,0.667898371959138
3238,2023-05-14 02:24:09,12,website,Schluss nimmt glauben Schluss Onkel Seite sie sprechen.,63.0,1,True,2023-06-09 02:24:09,0.8097630584741968
3239,2025-06-17 05:59:53,12,email,Bei andere ist Glück wollen hier überall nie.,70.0,2,False,,0.3407344501013708
3240,2024-02-06 09:16:10,12,referral,Lassen nehmen so Geburtstag kaufen Hilfe.,65.0,2,False,,0.7708770166075591
3241,2023-12-08 19:07:24,12,email,Wir glücklich Lehrerin.,120.0,1,False,,0.7990076340640478
3242,2026-01-24 19:08:19,12,referral,Sich dafür reich Himmel Blume rufen Monate.,6.0,2,True,2026-02-11 19:08:19,0.2631457128058491
3243,2025-04-20 14:37:24,12,referral,Gegen Buch unter Welt ins zeigen.,12.0,5,True,2025-05-08 14:37:24,0.266152054881703
3244,2024-08-27 16:17:47,12,website,Bild Fußball fröhlich Wagen Schiff.,91.0,4,False,,0.27742488327875003
3245,2025-04-24 11:16:08,12,website,Papa rufen erst frei tun.,66.0,1,False,,0.5891343803523432
3246,2024-08-30 23:40:17,12,website,Nennen Hunger Leute ab dumm gesund.,20.0,4,True,2024-09-03 23:40:17,0.7453615544666027
3247,2024-03-10 07:01:07,12,referral,Warum unter Bauer.,67.0,3,False,,0.2360505557628687
3248,2025-12-01 17:55:21,12,referral,Gab führen Glück Mädchen traurig damit.,43.0,4,True,2025-12-27 17:55:21,0.10927629324770988
3249,2025-07-04 19:35:52,12,website,Wohnen das antworten springen später Zeit Wasser.,112.0,4,True,2025-07-19 19:35:52,0.759292381676283
3250,2023-05-17 15:21:23,12,website,Schlafen durch lieb finden gleich Hase.,37.0,4,True,2023-06-08 15:21:23,0.6026877800709267
3251,2023-09-14 02:22:30,12,website,Opa frei danach gern Haus dort verlieren ging.,117.0,5,True,2023-10-03 02:22:30,0.4813240827541566
3252,2024-01-16 18:34:26,12,referral,Kaufen turnen Stadt.,97.0,2,True,2024-02-05 18:34:26,0.6274302955773747
3253,2025-12-25 21:13:55,12,website,Ganz gefährlich Beispiel Geld.,68.0,4,False,,0.5518874647085745
3254,2023-08-28 12:41:45,12,referral,Schluss da laufen Bruder Wasser einmal oben.,52.0,2,True,2023-09-17 12:41:45,0.8149875545730123
3255,2024-06-28 13:43:58,12,referral,Helfen Papa Frage helfen.,30.0,3,True,2024-07-03 13:43:58,0.6399589445194015
3256,2024-10-23 01:56:11,12,referral,Etwas Minutenmir Wohnung Tier über weil Papa.,92.0,1,False,,0.2079177499958937
3257,2025-10-12 16:38:03,12,email,Nur müssen Flasche lustig dabei Familie.,111.0,3,False,,0.5648137689367941
3258,2024-12-24 16:10:58,12,website,Stadt sicher Nacht.,34.0,3,True,2025-01-22 16:10:58,0.29169228012899984
3259,2024-12-31 05:50:32,12,referral,Zum wissen lustig in Tante Woche dir.,102.0,5,True,2025-01-14 05:50:32,0.7549721524661458
3260,2025-01-01 20:13:56,12,website,Öffnen noch bleiben wenig turnen braun mich Sohn.,27.0,3,False,,0.4080006325913593
3261,2025-05-14 00:12:14,12,referral,Böse Fußball vor Tisch verkaufen.,106.0,5,False,,0.3244289621317328
3262,2025-08-24 22:20:28,12,website,Jetzt wohl wohl groß offen kaufen.,31.0,2,False,,0.5476287672837274
3263,2024-09-15 04:49:25,12,email,Bruder jeder weiter.,104.0,4,False,,0.33178178046193985
3264,2024-03-31 14:06:24,12,referral,Papa einmal Musik wenig dein Finger.,26.0,1,True,2024-04-21 14:06:24,0.4295927949273518
3265,2026-02-07 21:37:47,12,email,Finger Stadt ins klettern gut.,12.0,2,False,,0.29796372910315294
3266,2023-10-02 09:35:45,12,referral,Ob geben Bett.,95.0,3,False,,0.6424063436778091
3267,2023-05-15 00:10:30,12,website,Affe Fußball der Ende natürlich Berg rund.,23.0,3,True,2023-05-18 00:10:30,0.46158771680902144
3268,2024-05-06 20:45:12,12,referral,Lustig Mensch den Zimmer oft.,41.0,5,False,,0.16185535110158336
3269,2024-07-02 15:59:19,12,website,Woche uns ganz.,40.0,3,False,,0.8723842387286235
3270,2024-01-07 20:08:26,12,email,Wir los ob Klasse ohne führen.,65.0,4,False,,0.20764558309215655
3271,2025-10-17 03:10:29,12,email,Kalt hin Fenster bei zwischen bald.,30.0,1,True,2025-11-07 03:10:29,0.15999714407664387
3272,2024-05-23 15:13:20,12,email,War rennen brauchen halbe packen zehn.,44.0,3,True,2024-06-05 15:13:20,0.27240781025617355
3273,2023-08-29 07:16:29,12,referral,Zwei dort traurig Zimmer antworten.,48.0,4,False,,0.39842355922907546
3274,2025-08-02 15:38:22,12,referral,Sehen turnen darauf.,20.0,1,False,,0.6019305792606098
3275,2024-02-10 14:40:58,12,referral,Haben Blume sieben lassen kennen baden.,118.0,1,True,2024-02-24 14:40:58,0.6745917160322428
3276,2026-01-10 15:54:54,12,website,Dunkel ihr voll alt immer schon.,112.0,2,False,,0.27086493231614317
3277,2024-02-01 07:16:35,12,website,Alt gern kochen sehen lachen bis Blume.,118.0,1,True,2024-02-21 07:16:35,0.8077032460816727
3278,2024-04-20 18:07:57,12,website,Lehrerin Arbeit sehen zeigen Minutenmir einfach.,53.0,4,True,2024-04-23 18:07:57,0.23014325321343432
3279,2025-03-22 00:03:23,12,email,Wichtig sagen Lehrer Himmel Tier.,28.0,5,False,,0.10403863463966295
3280,2023-11-03 11:24:05,12,website,Oma Angst Feuer nämlich Schiff Minute.,19.0,2,True,2023-11-19 11:24:05,0.7773851103560537
3281,2023-09-15 13:59:31,12,referral,Beißen schnell nun Hase.,18.0,1,False,,0.15300969148758892
3282,2023-11-16 15:42:49,12,referral,Winter Fenster zeigen.,119.0,2,False,,0.27324758137275335
3283,2024-01-08 01:15:43,12,referral,Onkel alle einigen schwarz.,20.0,1,False,,0.47003298140405303
3284,2023-06-16 19:54:27,12,referral,Familie Garten anfangen hart überall Sonne.,66.0,4,False,,0.4537157794026727
3285,2024-02-18 08:53:54,12,email,Fertig dürfen schicken.,50.0,2,False,,0.32552326383134506
3286,2025-04-19 15:59:04,12,email,Rufen Rad heute grün bauen schreien Brief.,57.0,4,False,,0.4624548247453214
3287,2025-01-05 05:44:31,12,referral,Dunkel Fußball ob dazu ganz ziehen fiel.,34.0,2,False,,0.8923276953568732
3288,2025-06-22 14:11:59,12,referral,Ball nennen Musik sieht unter.,114.0,2,True,2025-07-20 14:11:59,0.7453301289959254
3289,2025-06-10 09:52:04,12,website,Unten um turnen müde zu beide.,60.0,4,True,2025-07-04 09:52:04,0.7343577996090368
3290,2024-03-14 16:06:38,12,referral,Rad erst Zug schauen geben.,65.0,2,True,2024-03-17 16:06:38,0.8087185094321003
3291,2025-10-06 01:41:10,12,referral,Frau Essen Blume Lehrerin Vogel.,85.0,4,False,,0.23882491058307764
3292,2024-04-11 20:59:01,12,email,Ob sonst nämlich acht alt reich Herr.,94.0,1,True,2024-05-08 20:59:01,0.6004377450913034
3293,2023-09-17 03:32:44,12,referral,Geburtstag leben singen Minute ich wollen.,77.0,5,True,2023-09-23 03:32:44,0.10199487347555564
3294,2023-07-03 07:58:13,12,referral,Packen Schnee Buch halbe nennen.,32.0,5,True,2023-07-29 07:58:13,0.2472755545254712
3295,2025-02-05 22:34:58,12,referral,Kam dem schlecht durch was Hase tot.,42.0,1,False,,0.34402033854145114
3296,2024-10-17 09:06:41,12,website,Laufen voll schnell Sache aber da.,90.0,1,False,,0.3998625321797976
3297,2023-07-21 22:08:59,12,referral,Doch dann einigen Minute sitzen nie im ab.,20.0,1,False,,0.2612626605700151
3298,2025-09-05 14:12:18,12,referral,Antworten tragen Ende legen Bett führen.,108.0,1,False,,0.798018059166297
3299,2025-10-26 20:37:10,12,referral,Natürlich gar Haus spät nennen suchen Schluss.,68.0,3,False,,0.3649093223216743
3300,2023-08-10 07:27:20,12,referral,Rechnen warm Herr können gern nehmen.,51.0,4,False,,0.8068119315465968
3301,2024-09-30 05:01:15,12,website,Bekommen Gott Hund voll Uhr doch dafür.,91.0,4,False,,0.6081620021886959
3302,2025-03-02 02:28:49,12,email,Land beißen Mensch dich springen Vater spielen.,5.0,5,True,2025-03-28 02:28:49,0.578867561923299
3303,2025-07-18 15:22:41,12,referral,Essen Glas Schuh drei Onkel schwer heißen.,24.0,1,True,2025-08-08 15:22:41,0.2251957814362612
3304,2023-03-09 20:41:51,12,email,Eis voll dick verkaufen Lehrer.,17.0,5,True,2023-04-03 20:41:51,0.41520976103628493
3305,2025-01-24 21:20:57,12,referral,Einfach Himmel essen bringen vier am.,92.0,4,True,2025-01-27 21:20:57,0.8712602572876196
3306,2025-10-23 10:30:40,12,referral,Minute Vater Loch Opa Boden Wetter sonst.,107.0,1,False,,0.23238534396783975
3307,2024-12-31 23:33:31,12,website,Unter los Finger acht Flasche oben Lehrerin turnen.,97.0,1,False,,0.7055959789102849
3308,2024-09-04 01:40:14,12,referral,Schlagen bei spät verlieren beißen will schön.,88.0,5,True,2024-09-09 01:40:14,0.35374272088468095
3309,2025-03-13 01:32:07,12,referral,In erzählen nein durch später Licht.,75.0,2,False,,0.7963642919035767
3310,2025-07-14 12:44:47,12,website,Einfach setzen Auto zur langsam.,20.0,2,False,,0.7990360875242348
3311,2024-03-09 05:45:30,12,website,Ging Weihnachten gegen Zimmer.,85.0,2,True,2024-03-19 05:45:30,0.5598466814667834
3312,2025-09-22 21:31:15,12,email,Schiff führen besser er ihm.,48.0,5,False,,0.2145804767023452
3313,2025-10-06 10:56:59,12,referral,Bei reiten nichts Bett dick.,115.0,5,False,,0.5676537877064333
3314,2025-08-10 02:03:34,12,email,Singen genau Arzt Monate Sommer allein verstecken.,25.0,1,False,,0.7432154155419547
3315,2025-06-09 22:36:48,12,website,War Wasser jeder.,118.0,4,False,,0.4180503129002362
3316,2023-12-13 07:05:52,12,email,Zeitung leise Fisch dort nicht beim kann.,104.0,3,True,2023-12-25 07:05:52,0.6564386474437853
3317,2023-12-28 22:09:35,12,website,Ihm oben Hase legen spielen.,5.0,4,False,,0.5833323243423288
3318,2024-03-15 10:06:16,12,website,Leben hin weiß Woche.,115.0,4,False,,0.5965715359884055
3319,2025-10-18 03:56:14,12,email,Vielleicht schwarz lassen Monat drei stellen Haare.,21.0,5,True,2025-11-11 03:56:14,0.17619471789232027
3320,2025-09-04 21:04:54,12,referral,Hinein erklären Schüler Hase hier Frage hat Hund.,42.0,4,False,,0.7105164098097781
3321,2025-03-10 01:14:05,12,website,Leute Haare Mensch voll endlich rot.,95.0,2,True,2025-03-12 01:14:05,0.7140236642766052
3322,2024-03-23 09:40:10,12,website,Zeitung mit ob Ferien Klasse Angst.,54.0,2,True,2024-04-08 09:40:10,0.6397794664437662
3323,2025-04-25 13:40:03,12,email,Verstecken denken halten gleich.,66.0,5,False,,0.32489494716784817
3324,2024-10-21 06:41:52,12,email,Sagen Ball setzen.,33.0,5,True,2024-11-18 06:41:52,0.6237007628043337
3325,2023-07-05 04:58:02,12,email,Kommen Mama neu alt Schwester.,118.0,2,True,2023-08-04 04:58:02,0.588434900439306
3326,2023-07-18 19:44:45,12,email,Verlieren heißen freuen Welt.,16.0,5,False,,0.33678980014764
3327,2023-04-16 00:58:46,12,website,Essen es Boden.,80.0,1,False,,0.74600236328059
3328,2025-08-26 10:33:59,12,referral,Gern verkaufen dauern Woche das bringen.,120.0,5,True,2025-09-23 10:33:59,0.160245408173161
3329,2025-11-15 19:16:11,12,referral,Trinken springen erschrecken Teller Küche was.,104.0,4,True,2025-11-29 19:16:11,0.7070518816061052
3330,2025-05-24 10:15:01,12,referral,Fliegen alt dabei zurück hängen neu.,16.0,3,False,,0.8324795708141405
3331,2023-04-11 21:02:04,12,website,Heraus vorbei Seite letzte Teller gut.,14.0,5,False,,0.4513094101865661
3332,2024-01-16 17:18:04,12,referral,Ding hinein verlieren stehen zeigen hören.,88.0,1,True,2024-02-02 17:18:04,0.3166462172566966
3333,2024-01-21 15:35:12,12,referral,Boden lustig natürlich Eltern Herr Geschichte Apfel mit.,11.0,4,True,2024-01-31 15:35:12,0.5989542328572249
3334,2025-07-15 04:05:50,12,referral,Heißen neben Sohn erschrecken.,115.0,2,True,2025-07-31 04:05:50,0.6113166272501964
3335,2026-01-31 10:26:27,12,referral,Vielleicht sieht Vater.,16.0,4,False,,0.8876434358612846
3336,2026-01-14 23:24:31,12,referral,Fährt schon nächste beide natürlich.,101.0,3,False,,0.20082847542079332
3337,2025-12-05 09:47:32,12,email,Unser andere Tante jeder.,57.0,5,True,2025-12-17 09:47:32,0.8015491655657861
3338,2023-11-13 13:18:24,12,email,Tragen Fahrrad die bin.,25.0,2,False,,0.2524871919377925
3339,2024-02-29 14:37:18,12,email,Klasse Ding Schuh Küche Tag.,55.0,4,False,,0.31907968603436243
3340,2023-06-22 15:29:58,12,website,Eis rufen Straße man schlecht gern hoch Berg.,70.0,3,False,,0.11856361650843361
3341,2023-09-26 00:03:30,12,email,Gegen hoch fragen tun spielen.,120.0,3,True,2023-10-13 00:03:30,0.13507382299580348
3342,2026-01-13 06:41:25,12,email,Da her führen Polizei führen heute weit nehmen.,86.0,1,False,,0.2890945220617865
3343,2023-02-28 22:55:19,12,website,Sieben Fuß Bild dir sieben mögen laut.,22.0,3,True,2023-03-06 22:55:19,0.2648759149301586
3344,2025-01-13 14:52:02,12,referral,Nehmen sieben Sonne fangen ohne Meer scheinen.,80.0,3,True,2025-01-24 14:52:02,0.8342337994745211
3345,2025-01-30 09:36:04,12,email,Um Licht mit Sonne besser mit ihm.,71.0,4,False,,0.6331993976513236
3346,2024-05-12 18:18:01,12,email,Fußball Mama Kind Eis.,26.0,5,True,2024-05-26 18:18:01,0.8628489987619886
3347,2025-09-30 00:19:07,12,website,Apfel heiß Sonne See.,49.0,1,False,,0.1530569725742904
3348,2023-10-07 00:18:19,12,referral,Pferd Ding Eltern unten schenken.,112.0,5,True,2023-10-19 00:18:19,0.782237846983767
3349,2025-03-30 02:43:59,12,referral,Platz Arzt acht Brief einfach jeder.,35.0,4,True,2025-04-19 02:43:59,0.34445897497840317
3350,2023-12-31 19:52:50,12,email,Waschen Glück Schuh Wissen.,112.0,1,False,,0.12315088604285558
3351,2023-11-01 13:47:45,12,referral,Erzählen turnen fressen Schiff.,48.0,3,True,2023-11-23 13:47:45,0.8209957450190991
3352,2025-04-13 04:13:39,12,website,Neu traurig Fuß fast Tag zur ob.,99.0,5,False,,0.885220020238679
3353,2024-09-23 09:16:17,12,email,Mich singen nah fragen der.,65.0,3,False,,0.5449022240284644
3354,2023-07-02 01:59:02,12,email,Sonntag ihr heraus Schiff.,35.0,3,False,,0.12184306905617702
3355,2023-08-18 10:27:14,12,referral,Mutter andere was Spiel Stadt ging.,86.0,1,False,,0.48141144655682433
3356,2023-09-09 10:09:48,12,referral,Tragen nun singen fröhlich sitzen rechnen leise.,111.0,2,False,,0.5640891256822663
3357,2023-08-05 16:21:20,12,referral,Hand vor zwei bald.,59.0,4,True,2023-08-14 16:21:20,0.3792913164951722
3358,2023-11-15 14:02:06,12,email,Als Tür Brot heraus.,78.0,1,True,2023-12-13 14:02:06,0.8193425949338179
3359,2023-10-30 06:50:01,12,website,Fest wenn Zahl Teller mein braun Wohnung her.,100.0,2,True,2023-11-20 06:50:01,0.4047908661510293
3360,2025-03-19 00:10:16,12,referral,Feuer sieben Musik Monate von.,43.0,5,True,2025-04-09 00:10:16,0.8323644125350507
3361,2025-12-16 08:41:13,12,website,Lassen zehn laut bei müssen.,68.0,5,False,,0.3968916502629538
3362,2025-10-31 15:43:26,12,referral,Waschen fehlen weinen Papa wir Maus.,94.0,2,True,2025-11-27 15:43:26,0.7347869356100433
3363,2023-03-13 02:32:20,12,referral,Gern alle machen Straße dem.,79.0,1,True,2023-03-23 02:32:20,0.40721836015437385
3364,2024-05-16 16:25:47,12,referral,Vorbei dazu weg wird ihr zu besser Gott.,44.0,1,False,,0.5670630018245062
3365,2026-01-15 18:11:50,12,website,Selbst bin dazu wahr gehen Name schlimm.,14.0,3,True,2026-01-19 18:11:50,0.8777781499375007
3366,2023-12-04 15:35:12,12,referral,Doch Auto dein heraus.,101.0,2,True,2023-12-08 15:35:12,0.23837604893798164
3367,2023-05-03 11:29:27,12,referral,Ruhig wo Fisch reiten Rad heraus dort.,65.0,4,False,,0.2631472922030803
3368,2025-06-24 02:21:28,12,email,Verlieren beide Welt Schiff früh tun.,38.0,1,True,2025-07-11 02:21:28,0.514926611084093
3369,2024-09-30 17:30:57,12,referral,Aber gleich schreien springen.,22.0,1,False,,0.7640569868674092
3370,2025-11-03 15:54:22,12,website,Darin essen Auge das nehmen Hilfe.,58.0,5,False,,0.11393827109555615
3371,2025-08-03 00:24:35,12,website,Junge jetzt merken seit.,30.0,2,False,,0.6491079221256648
3372,2024-09-25 20:47:18,12,referral,Abend vom wenn Bein sonst Frage heißen.,25.0,4,True,2024-09-26 20:47:18,0.21910481656024042
3373,2025-12-17 06:40:16,12,website,Suchen ab nah Boden lustig rot.,46.0,4,True,2026-01-05 06:40:16,0.44272682265465
