car_id,dealer_id,make,model,year,acquisition_price,expected_resale_price,condition_score,location,ingredients_date,days_in_stock,status
1160,9,Volkswagen,Schlafen,2022,26628.0,30622.199999999997,7,Wittenberg,2023-11-20 23:46:46,3,sold
1161,9,Volkswagen,Apfel,2022,21412.0,24623.8,6,Wittenberg,2024-08-11 08:47:22,99,sold
1162,9,Volkswagen,Reiten,2018,15197.0,17476.55,5,Wittenberg,2025-08-28 15:14:44,19,sold
1163,9,Volkswagen,Ihm,2021,34296.0,39440.399999999994,6,Wittenberg,2024-04-16 22:20:37,98,sold
1164,9,Volkswagen,Kennen,2019,11226.0,,10,Wittenberg,2025-02-14 15:16:33,59,available
1165,9,Volkswagen,Welt,2024,42693.0,49096.95,3,Wittenberg,2025-11-29 02:17:01,161,available
1166,9,Volkswagen,Sagen,2019,24803.0,28523.449999999997,8,Wittenberg,2024-02-08 20:43:36,132,sold
1167,9,Volkswagen,Ruhig,2018,26697.0,30701.55,6,Wittenberg,2024-12-04 06:13:11,72,sold
1168,9,Volkswagen,Zimmer,2018,28553.0,32835.95,6,Wittenberg,2024-05-27 08:57:52,172,sold
1169,9,Volkswagen,Werden,2019,47043.0,54099.45,5,Wittenberg,2024-07-05 16:02:37,180,sold
1170,9,Volkswagen,Fehlen,2023,11281.0,12973.15,8,Wittenberg,2025-05-14 14:32:36,174,sold
1171,9,Volkswagen,Heißen,2022,41157.0,,4,Wittenberg,2025-08-03 17:14:48,111,available
1172,9,Volkswagen,Schreiben,2022,33293.0,38286.95,2,Wittenberg,2026-01-13 15:53:58,1,sold
1173,9,Volkswagen,Winter,2021,12041.0,13847.15,1,Wittenberg,2023-09-28 02:55:33,51,sold
1174,9,Volkswagen,Baum,2022,22566.0,25950.899999999998,10,Wittenberg,2025-01-27 08:09:02,179,sold
1175,9,Volkswagen,Brief,2019,13526.0,15554.9,5,Wittenberg,2024-04-09 06:19:45,56,sold
1176,9,Volkswagen,Auge,2022,47301.0,54396.149999999994,2,Wittenberg,2023-11-18 23:43:33,92,sold
1177,9,Volkswagen,Halten,2021,14127.0,16246.05,10,Wittenberg,2023-11-30 10:33:51,158,sold
1178,9,Volkswagen,Bett,2021,42278.0,,4,Wittenberg,2024-10-17 22:37:51,105,available
1179,9,Volkswagen,Wer,2023,26830.0,30854.499999999996,8,Wittenberg,2025-06-13 12:00:23,155,sold
1180,9,Volkswagen,Klein,2019,16015.0,,9,Wittenberg,2023-04-07 12:03:09,160,available
1181,9,Volkswagen,Angst,2023,44176.0,50802.399999999994,7,Wittenberg,2023-10-14 20:26:58,74,sold
1182,9,Volkswagen,Erzählen,2022,12376.0,,1,Wittenberg,2024-01-10 07:17:59,122,available
1183,9,Volkswagen,Blume,2024,39856.0,45834.399999999994,1,Wittenberg,2025-08-30 03:01:16,116,sold
1184,9,Volkswagen,Rot,2021,26208.0,30139.199999999997,10,Wittenberg,2025-01-16 04:54:38,132,sold
1185,9,Volkswagen,Das,2022,34078.0,39189.7,5,Wittenberg,2025-09-01 17:19:51,61,sold
1186,9,Volkswagen,Apfel,2019,48851.0,56178.649999999994,3,Wittenberg,2026-01-04 02:29:37,79,available
1187,9,Volkswagen,Aber,2019,33314.0,,7,Wittenberg,2025-08-05 07:26:35,18,available
1188,9,Volkswagen,Ihr,2019,41414.0,47626.1,6,Wittenberg,2024-01-23 03:35:57,17,sold
1189,9,Volkswagen,Jetzt,2018,34873.0,40103.95,6,Wittenberg,2023-04-26 10:21:45,55,sold
1190,9,Volkswagen,Vier,2022,10703.0,12308.449999999999,4,Wittenberg,2023-09-28 04:27:52,120,sold
1191,9,Volkswagen,Stehen,2024,15597.0,17936.55,5,Wittenberg,2024-06-05 23:37:12,59,sold
1192,9,Volkswagen,Wissen,2023,39843.0,,2,Wittenberg,2025-07-08 11:58:36,64,available
1193,9,Volkswagen,Gab,2024,32429.0,37293.35,5,Wittenberg,2023-12-30 11:59:33,9,sold
1194,9,Volkswagen,Gegen,2024,20571.0,23656.649999999998,10,Wittenberg,2023-05-10 03:12:40,21,sold
1195,9,Volkswagen,Weg,2024,18715.0,21522.25,9,Wittenberg,2025-05-20 04:07:46,162,sold
1196,9,Volkswagen,Andere,2020,22258.0,25596.699999999997,5,Wittenberg,2024-05-30 14:23:57,88,sold
1197,9,Volkswagen,Hund,2018,16646.0,,4,Wittenberg,2023-09-18 20:25:11,51,available
1198,9,Volkswagen,Gerade,2024,10043.0,,4,Wittenberg,2023-11-18 01:26:48,162,available
1199,9,Volkswagen,Eigentlich,2021,47789.0,54957.35,3,Wittenberg,2024-06-09 06:52:30,72,sold
1200,9,Volkswagen,Sache,2020,34132.0,,3,Wittenberg,2025-08-26 23:16:21,11,available
1201,9,Volkswagen,Zeigen,2024,11036.0,12691.4,10,Wittenberg,2023-09-30 20:42:15,128,sold
1202,9,Volkswagen,Vergessen,2019,29915.0,34402.25,8,Wittenberg,2025-10-04 11:12:28,161,available
1203,9,Volkswagen,Hunger,2019,29051.0,33408.649999999994,9,Wittenberg,2024-11-17 15:46:27,137,sold
1204,9,Volkswagen,Kind,2018,42958.0,49401.7,2,Wittenberg,2024-12-16 23:06:02,178,sold
1205,9,Volkswagen,Man,2024,48585.0,55872.74999999999,10,Wittenberg,2024-05-08 21:39:55,5,sold
1206,10,Audi,Freude,2023,19878.0,22859.699999999997,10,Donaueschingen,2025-05-29 20:41:52,159,sold
1207,10,Audi,Nein,2019,22946.0,,10,Donaueschingen,2024-06-11 22:51:15,118,available
1208,10,Audi,Richtig,2020,16546.0,19027.899999999998,2,Donaueschingen,2024-02-05 00:40:33,170,sold
1209,10,Audi,Nur,2019,48385.0,55642.74999999999,5,Donaueschingen,2024-07-15 16:19:45,75,sold
1210,10,Audi,Laufen,2021,25919.0,29806.85,7,Donaueschingen,2023-05-02 14:55:49,105,sold
1211,10,Audi,Liegen,2020,38187.0,,2,Donaueschingen,2025-12-18 18:26:43,122,available
1212,10,Audi,Geschenk,2024,30059.0,34567.85,3,Donaueschingen,2023-07-06 12:36:04,33,sold
1213,10,Audi,Los,2019,16242.0,18678.3,4,Donaueschingen,2026-01-25 02:48:52,1,sold
1214,10,Audi,Hängen,2022,24182.0,27809.3,9,Donaueschingen,2025-09-30 05:47:07,96,sold
1215,10,Audi,Las,2023,38614.0,44406.1,3,Donaueschingen,2024-01-20 21:52:22,67,sold
1216,10,Audi,Stadt,2023,38552.0,44334.799999999996,3,Donaueschingen,2024-07-17 09:14:11,165,sold
1217,10,Audi,Dort,2022,14291.0,16434.649999999998,10,Donaueschingen,2023-06-03 23:59:49,41,sold
1218,10,Audi,Luft,2021,47832.0,55006.799999999996,1,Donaueschingen,2024-07-08 16:37:31,156,sold
1219,10,Audi,Verstecken,2024,38405.0,44165.75,5,Donaueschingen,2024-12-23 09:12:10,15,sold
1220,10,Audi,Rot,2023,15583.0,17920.449999999997,3,Donaueschingen,2024-03-22 15:59:37,87,sold
1221,10,Audi,Sein,2024,37005.0,,7,Donaueschingen,2023-04-11 13:52:52,145,available
1222,10,Audi,Bald,2024,39194.0,45073.1,7,Donaueschingen,2025-08-16 01:10:47,74,sold
1223,10,Audi,Heiß,2023,34603.0,39793.45,2,Donaueschingen,2023-12-06 03:40:03,154,sold
1224,10,Audi,Überall,2024,32674.0,,1,Donaueschingen,2024-12-21 21:09:41,10,available
1225,10,Audi,Ist,2024,44552.0,51234.799999999996,10,Donaueschingen,2023-10-26 14:22:04,83,sold
1226,10,Audi,Heute,2021,22106.0,,9,Donaueschingen,2023-04-28 02:33:12,132,available
1227,10,Audi,Möglich,2021,48110.0,,1,Donaueschingen,2024-12-02 16:07:05,169,available
1228,10,Audi,Drei,2020,39997.0,,1,Donaueschingen,2024-12-19 09:22:27,74,available
1229,10,Audi,Fangen,2020,44869.0,51599.35,3,Donaueschingen,2024-03-31 21:37:13,29,sold
1230,10,Audi,Wirklich,2020,16006.0,,7,Donaueschingen,2025-01-04 11:40:13,34,available
1231,10,Audi,Los,2024,16640.0,19136.0,10,Donaueschingen,2024-01-14 06:33:54,149,sold
1232,10,Audi,Oma,2022,35449.0,,8,Donaueschingen,2024-07-16 19:57:34,58,available
1233,10,Audi,Erschrecken,2019,22269.0,25609.35,8,Donaueschingen,2026-01-26 09:23:38,113,available
1234,10,Audi,Blume,2024,15103.0,17368.449999999997,1,Donaueschingen,2024-06-03 23:08:27,159,sold
1235,10,Audi,Richtig,2023,11358.0,13061.699999999999,7,Donaueschingen,2024-03-13 13:38:50,100,sold
1236,10,Audi,Kann,2021,13405.0,15415.749999999998,6,Donaueschingen,2024-06-21 07:26:48,89,sold
1237,10,Audi,Wichtig,2018,22770.0,26185.499999999996,1,Donaueschingen,2023-02-12 23:52:54,95,sold
1238,10,Audi,Nennen,2018,23662.0,27211.3,4,Donaueschingen,2024-03-11 18:45:22,88,sold
1239,10,Audi,Woche,2021,31149.0,35821.35,4,Donaueschingen,2023-07-08 18:22:42,124,sold
1240,10,Audi,Frau,2023,28432.0,32696.8,9,Donaueschingen,2023-06-01 23:04:43,163,sold
1241,10,Audi,Spaß,2020,49053.0,56410.95,8,Donaueschingen,2025-01-23 15:59:50,79,sold
1242,10,Audi,Früher,2023,24406.0,28066.899999999998,6,Donaueschingen,2023-10-05 16:08:09,121,sold
1243,10,Audi,Im,2020,48103.0,,7,Donaueschingen,2023-08-02 13:36:11,136,available
1244,10,Audi,So,2021,46561.0,53545.149999999994,10,Donaueschingen,2024-11-14 03:48:32,2,sold
1245,10,Audi,Rot,2018,46522.0,,3,Donaueschingen,2025-09-17 06:08:51,17,available
1246,10,Audi,Schiff,2021,28274.0,32515.1,1,Donaueschingen,2024-01-30 04:59:36,54,sold
1247,10,Audi,Hund,2021,32748.0,37660.2,10,Donaueschingen,2025-02-19 00:44:24,180,sold
1248,10,Audi,Herz,2023,35941.0,41332.149999999994,2,Donaueschingen,2024-11-06 21:42:24,118,sold
1249,10,Audi,Nase,2024,35399.0,40708.85,1,Donaueschingen,2025-12-16 12:05:15,162,available
1250,10,Audi,Dort,2022,30075.0,,3,Donaueschingen,2023-03-02 14:52:50,107,available
1251,10,Audi,Zwei,2020,32384.0,37241.6,5,Donaueschingen,2023-12-06 05:46:25,93,sold
1252,10,Audi,Um,2018,42579.0,48965.85,1,Donaueschingen,2024-10-22 05:33:20,121,sold
1253,10,Audi,Glücklich,2022,12955.0,14898.249999999998,10,Donaueschingen,2023-03-04 23:58:09,47,sold
1254,10,Audi,Über,2023,43049.0,49506.35,6,Donaueschingen,2024-03-12 15:08:51,59,sold
1255,10,Audi,Drehen,2019,48766.0,,3,Donaueschingen,2024-11-09 08:34:05,79,available
1256,10,Audi,Ganz,2024,39614.0,45556.1,10,Donaueschingen,2023-03-23 08:29:30,163,sold
1257,10,Audi,Berg,2024,12261.0,14100.15,7,Donaueschingen,2025-02-01 05:00:26,84,sold
1258,10,Audi,Als,2024,23118.0,,9,Donaueschingen,2025-03-12 11:44:59,93,available
1259,10,Audi,Schüler,2021,20398.0,23457.699999999997,4,Donaueschingen,2023-08-23 10:01:11,10,sold
1260,10,Audi,Spielen,2019,48904.0,56239.6,6,Donaueschingen,2024-05-16 05:41:12,110,sold
1261,10,Audi,Gar,2022,38475.0,44246.25,2,Donaueschingen,2025-04-07 02:16:40,8,sold
1262,10,Audi,Bekommen,2018,16294.0,18738.1,4,Donaueschingen,2024-05-13 01:28:12,50,sold
1263,10,Audi,Sechs,2023,26517.0,30494.55,7,Donaueschingen,2025-05-14 21:03:03,33,sold
1264,10,Audi,Ball,2024,32813.0,37734.95,3,Donaueschingen,2025-11-07 19:59:35,78,sold
1265,10,Audi,Kein,2019,20529.0,23608.35,10,Donaueschingen,2023-06-17 10:00:37,170,sold
1266,10,Audi,Seite,2021,35333.0,,9,Donaueschingen,2025-08-13 01:54:08,89,available
1267,10,Audi,Feuer,2024,14096.0,16210.4,10,Donaueschingen,2025-07-21 17:17:29,152,sold
1268,10,Audi,Schluss,2023,46092.0,53005.799999999996,10,Donaueschingen,2023-04-28 13:45:31,84,sold
1269,10,Audi,Lustig,2024,35991.0,41389.649999999994,9,Donaueschingen,2023-11-23 01:55:08,77,sold
1270,10,Audi,Ist,2024,46291.0,,3,Donaueschingen,2023-12-27 16:21:01,15,available
1271,10,Audi,Wenig,2021,48288.0,,5,Donaueschingen,2024-04-19 10:05:24,139,available
1272,10,Audi,Hund,2021,30697.0,35301.549999999996,8,Donaueschingen,2023-08-29 03:59:16,150,sold
1273,10,Audi,Gestern,2023,28081.0,32293.149999999998,10,Donaueschingen,2024-05-09 22:46:34,37,sold
1274,10,Audi,Erde,2018,28629.0,,1,Donaueschingen,2024-02-14 11:36:22,100,available
1275,10,Audi,Schwarz,2023,38632.0,44426.799999999996,10,Donaueschingen,2025-09-21 03:18:59,119,sold
1276,10,Audi,Mein,2024,14242.0,,3,Donaueschingen,2023-02-19 00:57:54,145,available
1277,10,Audi,Geschenk,2022,33347.0,,4,Donaueschingen,2024-02-14 05:46:52,66,available
1278,10,Audi,Tief,2019,42582.0,,2,Donaueschingen,2024-05-01 00:29:49,4,available
1279,10,Audi,Spät,2020,47324.0,,5,Donaueschingen,2023-06-14 19:30:34,155,available
1280,10,Audi,Gestern,2020,45269.0,52059.35,3,Donaueschingen,2024-12-21 23:11:20,67,sold
1281,10,Audi,Für,2020,27297.0,31391.55,8,Donaueschingen,2025-09-10 15:43:08,60,sold
1282,10,Audi,Liegen,2024,42758.0,,10,Donaueschingen,2023-08-11 14:26:50,68,available
1283,10,Audi,Fertig,2021,46166.0,53090.899999999994,7,Donaueschingen,2026-01-18 11:32:57,101,available
1284,10,Audi,Dich,2019,13771.0,15836.65,6,Donaueschingen,2025-07-30 14:53:41,75,sold
1285,10,Audi,Mama,2024,22377.0,,8,Donaueschingen,2025-10-20 01:34:04,73,available
1286,10,Audi,Finger,2019,33387.0,38395.049999999996,10,Donaueschingen,2025-04-13 18:41:19,47,sold
1287,10,Audi,Erklären,2019,19002.0,,2,Donaueschingen,2025-01-29 03:55:36,72,available
1288,10,Audi,Ins,2019,24135.0,27755.249999999996,9,Donaueschingen,2024-07-29 06:29:26,36,sold
1289,10,Audi,Nach,2022,16688.0,,4,Donaueschingen,2025-10-23 09:15:55,174,available
1290,10,Audi,Werden,2018,45854.0,52732.1,2,Donaueschingen,2023-02-23 07:31:26,35,sold
1291,10,Audi,Wissen,2019,42662.0,,2,Donaueschingen,2026-01-20 21:18:45,52,available
1292,10,Audi,Finger,2024,12662.0,,2,Donaueschingen,2025-03-28 18:26:19,5,available
1293,10,Audi,Unter,2021,19772.0,22737.8,5,Donaueschingen,2025-02-09 15:19:02,163,sold
1294,10,Audi,Einmal,2024,26043.0,29949.449999999997,9,Donaueschingen,2025-12-08 11:46:12,50,sold
1295,10,Audi,Warm,2023,11634.0,13379.099999999999,2,Donaueschingen,2023-03-06 11:05:39,39,sold
1296,10,Audi,Warten,2018,31923.0,,7,Donaueschingen,2025-07-16 07:35:19,124,available
1297,10,Audi,Sofort,2020,44061.0,50670.149999999994,7,Donaueschingen,2025-08-23 12:50:24,12,sold
1298,10,Audi,Öffnen,2020,18738.0,,8,Donaueschingen,2025-07-28 12:10:42,35,available
1299,10,Audi,Vor,2021,13550.0,,7,Donaueschingen,2024-01-15 03:53:07,35,available
1300,10,Audi,Zwischen,2021,11000.0,12649.999999999998,4,Donaueschingen,2025-10-31 17:57:28,20,sold
1301,10,Audi,Frau,2023,22482.0,25854.3,10,Donaueschingen,2026-01-24 06:38:03,29,available
1302,10,Audi,Nase,2023,24277.0,27918.55,7,Donaueschingen,2024-10-08 19:36:16,86,sold
1303,10,Audi,Hoch,2024,38914.0,44751.1,8,Donaueschingen,2025-08-11 02:00:15,77,sold
1304,10,Audi,Spiel,2022,40849.0,46976.35,9,Donaueschingen,2023-03-18 01:31:11,39,sold
1305,10,Audi,Zwischen,2021,32761.0,37675.149999999994,2,Donaueschingen,2024-11-30 08:23:56,176,sold
1306,10,Audi,Schüler,2023,26525.0,,7,Donaueschingen,2024-06-28 00:56:35,36,available
1307,10,Audi,Winter,2023,16675.0,19176.25,1,Donaueschingen,2023-05-12 10:26:37,82,sold
1308,10,Audi,Will,2018,10543.0,12124.449999999999,4,Donaueschingen,2025-02-02 05:48:50,58,sold
1309,10,Audi,Sie,2022,17315.0,19912.25,2,Donaueschingen,2025-03-17 08:40:30,96,sold
1310,10,Audi,Halbe,2019,43471.0,49991.649999999994,6,Donaueschingen,2024-08-21 08:27:59,164,sold
1311,10,Audi,Dick,2021,24993.0,28741.949999999997,1,Donaueschingen,2024-11-27 08:41:36,74,sold
1312,10,Audi,Lernen,2022,19813.0,22784.949999999997,10,Donaueschingen,2023-04-17 06:56:52,57,sold
1313,10,Audi,Braun,2022,26857.0,30885.55,6,Donaueschingen,2023-09-10 00:25:49,175,sold
1314,11,Opel,Hilfe,2019,40776.0,46892.399999999994,2,Schwäbisch Gmünd,2024-06-27 04:49:43,165,sold
1315,11,Opel,Nichts,2023,15471.0,,6,Schwäbisch Gmünd,2025-06-03 05:55:10,92,available
1316,11,Opel,Im,2023,42375.0,48731.24999999999,7,Schwäbisch Gmünd,2025-02-05 11:12:14,11,sold
1317,11,Opel,Dürfen,2021,47892.0,,5,Schwäbisch Gmünd,2024-09-20 02:44:04,147,available
1318,11,Opel,Gesicht,2019,25982.0,29879.3,1,Schwäbisch Gmünd,2024-07-26 15:03:04,27,sold
1319,11,Opel,Geld,2018,10464.0,,3,Schwäbisch Gmünd,2023-11-03 00:33:03,67,available
1320,11,Opel,Hunger,2021,43458.0,49976.7,1,Schwäbisch Gmünd,2025-12-04 02:48:48,30,sold
1321,11,Opel,Polizei,2019,12000.0,13799.999999999998,9,Schwäbisch Gmünd,2024-09-04 20:32:08,91,sold
1322,11,Opel,Tun,2018,15475.0,17796.25,4,Schwäbisch Gmünd,2024-12-24 14:47:51,57,sold
1323,11,Opel,Verlieren,2023,21343.0,24544.449999999997,10,Schwäbisch Gmünd,2023-03-29 02:30:46,38,sold
1324,11,Opel,Familie,2020,22681.0,26083.149999999998,3,Schwäbisch Gmünd,2025-09-08 06:50:25,35,sold
1325,11,Opel,Finger,2021,22320.0,,8,Schwäbisch Gmünd,2023-06-28 03:47:10,54,available
1326,11,Skoda,Hin,2022,22446.0,,4,Schwäbisch Gmünd,2024-11-27 23:07:04,129,available
1327,11,Skoda,Sie,2018,33699.0,,4,Schwäbisch Gmünd,2025-07-13 22:16:03,11,available
1328,11,Opel,So,2021,18458.0,21226.699999999997,9,Schwäbisch Gmünd,2025-05-16 04:49:06,98,sold
1329,11,Skoda,Stunde,2018,20497.0,23571.55,6,Schwäbisch Gmünd,2025-12-02 17:30:03,159,available
1330,11,Opel,Dich,2023,35275.0,40566.25,10,Schwäbisch Gmünd,2023-12-09 23:48:58,129,sold
1331,11,Skoda,Spiel,2024,31362.0,36066.299999999996,9,Schwäbisch Gmünd,2024-11-03 17:44:43,17,sold
1332,11,Skoda,Rund,2020,19806.0,22776.899999999998,5,Schwäbisch Gmünd,2023-04-19 22:22:21,15,sold
1333,11,Opel,Nein,2020,31448.0,36165.2,10,Schwäbisch Gmünd,2025-11-14 23:13:42,98,available
1334,11,Opel,Wissen,2020,46812.0,,5,Schwäbisch Gmünd,2024-01-24 05:28:36,2,available
1335,11,Skoda,Jetzt,2023,43396.0,49905.399999999994,6,Schwäbisch Gmünd,2025-02-14 00:36:03,159,sold
1336,11,Opel,Gibt,2019,26528.0,30507.199999999997,9,Schwäbisch Gmünd,2025-06-09 18:18:42,163,sold
1337,11,Skoda,Wirklich,2024,11268.0,12958.199999999999,1,Schwäbisch Gmünd,2024-05-23 13:26:48,99,sold
1338,11,Skoda,Berg,2022,16942.0,,10,Schwäbisch Gmünd,2024-01-14 17:45:53,164,available
1339,11,Skoda,Abend,2018,35247.0,,4,Schwäbisch Gmünd,2025-11-20 15:08:31,98,available
1340,11,Skoda,Kopf,2020,17617.0,20259.55,9,Schwäbisch Gmünd,2024-09-21 16:14:06,31,sold
1341,11,Skoda,Hinein,2023,18461.0,,1,Schwäbisch Gmünd,2024-08-08 16:44:15,136,available
1342,11,Skoda,Ich,2019,11167.0,12842.05,1,Schwäbisch Gmünd,2024-03-30 00:47:36,9,sold
1343,11,Opel,Arbeiten,2021,31564.0,36298.6,1,Schwäbisch Gmünd,2023-09-01 22:08:01,66,sold
1344,11,Skoda,Klettern,2020,38583.0,44370.45,1,Schwäbisch Gmünd,2024-12-29 10:03:58,117,sold
1345,11,Skoda,Sie,2022,27063.0,31122.449999999997,10,Schwäbisch Gmünd,2023-05-11 16:57:16,51,sold
1346,11,Skoda,Loch,2021,25461.0,29280.149999999998,3,Schwäbisch Gmünd,2025-05-25 01:14:35,5,sold
1347,11,Opel,Fröhlich,2019,38219.0,43951.85,9,Schwäbisch Gmünd,2023-12-17 14:33:40,117,sold
1348,11,Skoda,Fährt,2021,32907.0,,3,Schwäbisch Gmünd,2024-04-07 06:57:48,115,available
1349,11,Opel,Jetzt,2020,18877.0,21708.55,3,Schwäbisch Gmünd,2023-11-15 20:48:41,75,sold
1350,11,Skoda,Sechs,2022,23481.0,,3,Schwäbisch Gmünd,2023-06-17 07:45:22,55,available
1351,11,Skoda,Weil,2019,41094.0,47258.1,7,Schwäbisch Gmünd,2025-02-03 14:34:05,59,sold
1352,11,Skoda,Krank,2021,34265.0,39404.75,8,Schwäbisch Gmünd,2023-11-11 08:01:39,65,sold
1353,11,Opel,Schule,2018,29782.0,34249.299999999996,9,Schwäbisch Gmünd,2023-07-06 07:51:05,48,sold
1354,11,Skoda,Ruhig,2022,25644.0,29490.6,7,Schwäbisch Gmünd,2025-11-06 09:16:42,86,sold
1355,11,Opel,Ab,2018,21900.0,25184.999999999996,9,Schwäbisch Gmünd,2024-02-25 22:09:21,178,sold
1356,11,Opel,Heute,2023,39530.0,45459.5,3,Schwäbisch Gmünd,2024-01-29 05:34:17,53,sold
1357,11,Skoda,Wirklich,2024,21656.0,24904.399999999998,10,Schwäbisch Gmünd,2025-11-12 20:44:54,63,sold
1358,11,Opel,Wer,2019,40037.0,46042.549999999996,5,Schwäbisch Gmünd,2025-09-24 18:56:43,143,available
1359,11,Opel,Frau,2021,40540.0,46621.0,10,Schwäbisch Gmünd,2024-02-16 18:13:07,55,sold
1360,11,Opel,Dann,2018,26630.0,30624.499999999996,7,Schwäbisch Gmünd,2024-09-12 00:05:30,145,sold
1361,11,Skoda,War,2020,39462.0,45381.299999999996,9,Schwäbisch Gmünd,2025-09-06 05:53:47,120,sold
1362,11,Opel,Warten,2023,18619.0,21411.85,5,Schwäbisch Gmünd,2025-10-07 22:02:27,90,sold
1363,11,Opel,Freund,2024,34871.0,,6,Schwäbisch Gmünd,2023-07-15 21:01:40,123,available
1364,11,Skoda,Schön,2020,25941.0,29832.149999999998,3,Schwäbisch Gmünd,2025-08-04 23:43:28,17,sold
1365,11,Skoda,Denken,2020,29185.0,,4,Schwäbisch Gmünd,2026-01-15 11:53:10,55,available
1366,11,Skoda,Neben,2024,13579.0,,8,Schwäbisch Gmünd,2023-03-02 14:14:46,51,available
1367,11,Opel,Sehr,2022,33693.0,38746.95,9,Schwäbisch Gmünd,2023-09-13 18:12:44,111,sold
1368,12,Skoda,Wenig,2023,10430.0,,10,Mallersdorf,2025-05-22 20:58:21,101,available
1369,12,BMW,Vorbei,2024,39050.0,,9,Mallersdorf,2024-04-25 20:58:43,2,available
1370,12,Skoda,Sache,2024,23475.0,26996.249999999996,9,Mallersdorf,2023-02-23 11:36:44,55,sold
1371,12,Skoda,Bett,2022,10153.0,11675.949999999999,2,Mallersdorf,2026-02-09 09:51:06,14,available
1372,12,Ford,Laufen,2018,30752.0,35364.799999999996,9,Mallersdorf,2024-12-03 19:32:34,174,sold
1373,12,Ford,Arbeit,2019,12370.0,14225.499999999998,8,Mallersdorf,2024-08-25 05:44:25,112,sold
1374,12,Ford,Machen,2018,29059.0,33417.85,4,Mallersdorf,2025-12-03 22:15:18,132,available
1375,12,Skoda,Wenig,2023,39080.0,44942.0,8,Mallersdorf,2024-12-06 02:16:06,14,sold
1376,12,Ford,Wasser,2019,24199.0,27828.85,7,Mallersdorf,2023-06-16 19:06:02,158,sold
1377,12,BMW,Beißen,2024,49728.0,57187.2,8,Mallersdorf,2023-03-26 22:40:15,72,sold
1378,12,Ford,Berg,2022,11150.0,12822.499999999998,4,Mallersdorf,2025-01-12 01:37:22,19,sold
1379,12,Skoda,Schwimmen,2020,16676.0,,3,Mallersdorf,2023-04-30 04:54:38,159,available
1380,12,Skoda,Davon,2019,15655.0,18003.25,1,Mallersdorf,2023-06-19 05:41:18,106,sold
1381,12,Skoda,Stellen,2022,29633.0,34077.95,2,Mallersdorf,2025-04-22 05:18:04,171,sold
1382,12,Skoda,Durch,2018,31443.0,,3,Mallersdorf,2023-03-10 00:40:50,173,available
1383,12,Ford,Wagen,2023,37779.0,,7,Mallersdorf,2026-01-17 07:14:26,153,available
1384,12,Ford,Schiff,2024,33135.0,,3,Mallersdorf,2025-07-12 22:49:16,179,available
1385,12,BMW,Bin,2023,16857.0,,3,Mallersdorf,2024-07-24 17:13:28,83,available
1386,12,Skoda,Tisch,2018,19484.0,22406.6,9,Mallersdorf,2023-11-12 15:13:56,79,sold
1387,12,Ford,Schüler,2021,39700.0,45655.0,10,Mallersdorf,2023-06-29 20:58:09,72,sold
1388,12,BMW,Hin,2018,20103.0,23118.449999999997,6,Mallersdorf,2023-05-28 22:01:03,169,sold
1389,12,BMW,Glauben,2023,19166.0,22040.899999999998,10,Mallersdorf,2025-09-15 11:07:04,46,sold
1390,12,Ford,Sicher,2022,35524.0,40852.6,3,Mallersdorf,2025-02-04 19:57:11,37,sold
1391,12,Skoda,War,2018,41549.0,47781.35,2,Mallersdorf,2025-09-11 15:45:01,81,sold
1392,12,BMW,Grün,2022,35402.0,,1,Mallersdorf,2025-08-17 02:51:58,40,available
1393,12,Ford,Auge,2018,14781.0,16998.149999999998,10,Mallersdorf,2025-10-30 06:31:57,56,sold
1394,12,Skoda,An,2019,18970.0,21815.5,5,Mallersdorf,2023-05-23 00:07:21,122,sold
1395,12,Skoda,Dir,2019,46052.0,,7,Mallersdorf,2023-10-16 20:40:23,103,available
1396,12,Skoda,Haare,2020,34171.0,39296.649999999994,7,Mallersdorf,2023-02-27 00:21:09,154,sold
1397,12,Ford,Weihnachten,2024,18814.0,21636.1,5,Mallersdorf,2025-10-26 04:28:07,103,sold
1398,12,Skoda,Warm,2021,41678.0,47929.7,1,Mallersdorf,2025-12-12 03:56:54,94,available
1399,12,Ford,Groß,2023,37546.0,,3,Mallersdorf,2024-04-22 15:05:20,106,available
1400,12,BMW,Boden,2020,22131.0,25450.649999999998,1,Mallersdorf,2025-01-01 11:17:54,152,sold
1401,12,Ford,Essen,2019,36526.0,42004.899999999994,8,Mallersdorf,2025-02-01 03:21:12,63,sold
1402,12,BMW,Schlafen,2024,10910.0,12546.499999999998,6,Mallersdorf,2024-04-23 08:36:56,167,sold
1403,12,BMW,Man,2020,16916.0,19453.399999999998,4,Mallersdorf,2025-08-21 23:28:20,125,sold
1404,12,Ford,Sache,2024,29798.0,,3,Mallersdorf,2023-05-14 22:59:40,105,available
1405,12,BMW,Lehrer,2019,17008.0,19559.199999999997,9,Mallersdorf,2023-06-09 17:44:14,172,sold
1406,12,Ford,Frei,2022,35611.0,,9,Mallersdorf,2024-04-21 19:20:28,176,available
1407,12,Skoda,Fährt,2018,40980.0,47126.99999999999,4,Mallersdorf,2025-03-20 08:33:30,3,sold
1408,12,Skoda,Glück,2018,28784.0,,6,Mallersdorf,2023-07-16 19:42:21,118,available
1409,12,Skoda,Tragen,2018,43894.0,,4,Mallersdorf,2025-02-19 12:07:57,63,available
